lambda,gamma,MSE,accuracy,AUC,DPD,EOD,consistency,generalized_entropy_error
1.0,0.01,0.1394205046761236,0.8103168754605748,0.8314026152569943,0.13024795610588327,0.12018584541834366,0.9860574797347088,0.11260810387101539
