site,lambda,acc,auc,mse,dpd,eod,consistency,generalized_entropy_error
3,0.0,0.824548991864167,0.862431660957754,0.12407701039368497,0.19119423492134704,0.23611770289511158,0.9905199858507252,0.10020124488949378
3,5.0,0.8217191368942341,0.8694002283565049,0.12127189986424926,0.17999327033620277,0.20953962980541058,0.9898832684824903,0.10290099899072103
3,10.0,0.8203042094092677,0.8518510309624555,0.13072762952741085,0.17731654656086138,0.22330327479829143,0.9925008843296781,0.10408736703390803
