site,lambda,acc,auc,mse,dpd,eod,consistency,generalized_entropy_error
0,0.0,0.8364279398762158,0.860106202209006,0.12291811996261791,0.18189942068285467,0.1728723404255319,0.9817860300618921,0.09414577704820858
0,5.0,0.8355437665782494,0.8602931180968565,0.12372355264443755,0.17780106002711699,0.16436170212765955,0.9830238726790451,0.09493382409851986
0,10.0,0.8346595932802829,0.8553780798640611,0.12697860700716637,0.16823821849706233,0.1473404255319149,0.983554376657825,0.09603819207638416
0,15.0,0.8284703801945181,0.8585556499575191,0.12744995574113446,0.15936357286659272,0.18829787234042555,0.983554376657825,0.1010547893664777
