site,lambda,acc,auc,mse,dpd,eod,consistency,generalized_entropy_error
2,0.0,0.8146837682441398,0.8505237812314331,0.12905329540435562,0.15041786387775577,0.20527472527472523,0.9888544891640867,0.10719696718303945
2,5.0,0.8120300751879699,0.8532922647153862,0.12940658617279163,0.14301397782248532,0.21718912666281084,0.989562140645732,0.10990593538169709
2,10.0,0.8133569217160549,0.8509344674109051,0.13221863832210962,0.13434152952361944,0.20666281087333718,0.990092879256966,0.10975088145476941
2,15.0,0.8133569217160549,0.8528492656639253,0.13180256573571014,0.13434152952361944,0.20666281087333718,0.990092879256966,0.10975088145476941
2,20.0,0.8093763821318001,0.844869028633374,0.1348626674009,0.12958420224156436,0.19028340080971656,0.9907120743034056,0.11319973732561142
