lambda,gamma,MSE,accuracy,AUC,DPD,EOD,consistency,generalized_entropy_error
1.0,0.01,0.13922175993935326,0.8076639646278556,0.8312632860985409,0.11852944926027183,0.1017484020325358,0.986057479734709,0.11509495462309549
